time,open,high,low,close,vwap,volume,count
2020-01-08 12:00:00,8300.00,8300.00,8300.00,8300.00,8300.00,0.00240963,2
2020-01-08 16:00:00,8217.51,8217.51,7870.00,7870.99,7943.74,0.10336884,20
2020-01-08 20:00:00,7870.98,8020.00,7870.00,8020.00,7921.91,0.04971048,8
2020-01-09 00:00:00,8019.99,8020.00,8019.99,8020.00,8019.99,0.05285361,4
2020-01-09 04:00:00,8020.00,8020.00,8020.00,8020.00,0.00,0.00000000,0
2020-01-09 08:00:00,7870.00,7880.00,7750.01,7880.00,7763.81,0.15440713,18
2020-01-09 12:00:00,7794.80,7936.07,7500.07,7918.86,7811.44,0.27432715,34
2020-01-09 16:00:00,7897.67,7897.67,7897.67,7897.67,7897.67,0.02033000,1
2020-01-09 20:00:00,7884.81,7884.81,7814.63,7815.64,7825.96,0.10312845,5
2020-01-10 00:00:00,7782.53,7786.38,7782.53,7786.38,7785.13,0.01694405,2
2020-01-10 04:00:00,7690.90,7743.60,7688.86,7696.55,7700.11,0.04767147,5
2020-01-10 08:00:00,7728.15,7728.16,7728.15,7728.16,7728.15,0.03458848,2
2020-01-10 12:00:00,8040.00,8052.90,8003.40,8040.90,8031.81,0.06830740,7
2020-01-10 16:00:00,8059.88,8119.82,7910.50,8022.42,8001.43,0.22479781,19
2020-01-10 20:00:00,8050.46,8150.00,8043.40,8150.00,8056.58,0.08869745,8
2020-01-11 00:00:00,8180.00,8265.60,8180.00,8265.60,8253.46,0.13834899,12
2020-01-11 08:00:00,8265.60,8265.60,8265.60,8265.60,0.00,0.00000000,0
2020-01-11 12:00:00,8071.50,8071.50,8052.40,8052.40,8069.02,0.03091469,3
2020-01-11 16:00:00,8072.50,8153.20,8072.50,8153.20,8129.53,0.06867532,14
2020-01-11 20:00:00,8155.80,8235.00,8135.40,8189.30,8159.84,0.16170376,8
2020-01-12 00:00:00,7982.52,8085.86,7982.52,8085.86,8003.95,0.07809625,5
2020-01-12 04:00:00,8085.86,8085.86,8085.86,8085.86,0.00,0.00000000,0
2020-01-12 08:00:00,8101.00,8101.00,8098.10,8098.10,8100.12,0.04871357,3
2020-01-12 12:00:00,8129.56,8152.38,8119.80,8133.60,8131.70,0.20844425,9
2020-01-12 16:00:00,8080.70,8101.30,8080.70,8101.30,8089.64,0.07612635,5
