time,time_fmt,open,high,low,close,vwap,volume,count
1577448000,2019-12-27 12:00:00+00:00,0.609498,0.6124310000000001,0.6051,0.612425,0.606503,4874.09176,13
1577462400,2019-12-27 16:00:00+00:00,0.616226,0.616226,0.612727,0.612727,0.615096,806.90297736,16
1577476800,2019-12-27 20:00:00+00:00,0.612727,0.636038,0.612727,0.636038,0.621668,447.77091841,5
1577491200,2019-12-28 00:00:00+00:00,0.636038,0.636038,0.636038,0.636038,0.0,0.0,0
1577505600,2019-12-28 04:00:00+00:00,0.636038,0.636038,0.621124,0.6211270000000001,0.622112,1096.77578604,6
1577520000,2019-12-28 08:00:00+00:00,0.615396,0.615396,0.615396,0.615396,0.615396,82.64853842,4
1577534400,2019-12-28 12:00:00+00:00,0.616402,0.625621,0.616402,0.625296,0.622894,924.34919137,5
1577548800,2019-12-28 16:00:00+00:00,0.625,0.627684,0.6224430000000001,0.6224430000000001,0.625468,1866.95796046,11
1577563200,2019-12-28 20:00:00+00:00,0.6224430000000001,0.6224430000000001,0.6224430000000001,0.6224430000000001,0.0,0.0,0
1577577600,2019-12-29 00:00:00+00:00,0.6224430000000001,0.6224430000000001,0.6224430000000001,0.6224430000000001,0.0,0.0,0
1577592000,2019-12-29 04:00:00+00:00,0.6224430000000001,0.6224430000000001,0.6224430000000001,0.6224430000000001,0.0,0.0,0
1577606400,2019-12-29 08:00:00+00:00,0.6224430000000001,0.6224430000000001,0.6224430000000001,0.6224430000000001,0.0,0.0,0
1577620800,2019-12-29 12:00:00+00:00,0.6224430000000001,0.6224430000000001,0.6224430000000001,0.6224430000000001,0.0,0.0,0
1577635200,2019-12-29 16:00:00+00:00,0.6359,0.64,0.6359,0.64,0.6363260000000001,7114.80322635,85
1577649600,2019-12-29 20:00:00+00:00,0.64,0.645408,0.638158,0.645408,0.642321,2228.21985051,7
1577664000,2019-12-30 00:00:00+00:00,0.628422,0.628422,0.6245,0.627556,0.6261800000000001,2044.99999999,13
1577678400,2019-12-30 04:00:00+00:00,0.627556,0.627556,0.627556,0.627556,0.0,0.0,0
1577692800,2019-12-30 08:00:00+00:00,0.627556,0.627556,0.627556,0.627556,0.0,0.0,0
1577707200,2019-12-30 12:00:00+00:00,0.625861,0.629137,0.6244,0.6244,0.624898,3730.55182117,22
1577721600,2019-12-30 16:00:00+00:00,0.622,0.622,0.615,0.621113,0.6198670000000001,2916.13271693,23
1577736000,2019-12-30 20:00:00+00:00,0.621113,0.621113,0.613631,0.613631,0.613631,262.41150988,1
1577750400,2019-12-31 00:00:00+00:00,0.613631,0.613631,0.613631,0.613631,0.0,0.0,0
1577764800,2019-12-31 04:00:00+00:00,0.614854,0.614854,0.612941,0.612941,0.614689,283.10876333,2
1577779200,2019-12-31 08:00:00+00:00,0.612941,0.612941,0.612941,0.612941,0.0,0.0,0
1577793600,2019-12-31 12:00:00+00:00,0.612941,0.620345,0.59062,0.6143270000000001,0.6013539999999999,6668.28730381,40
1577808000,2019-12-31 16:00:00+00:00,0.6143270000000001,0.6143270000000001,0.592605,0.6114850000000001,0.6060979999999999,2736.92729511,21
1577822400,2019-12-31 20:00:00+00:00,0.6114850000000001,0.6114850000000001,0.6114850000000001,0.6114850000000001,0.0,0.0,0
1577836800,2020-01-01 00:00:00+00:00,0.6114850000000001,0.615,0.6114850000000001,0.615,0.615,560.0795122000002,1
1577851200,2020-01-01 04:00:00+00:00,0.615,0.615,0.615,0.615,0.0,0.0,0
1577865600,2020-01-01 08:00:00+00:00,0.615,0.615,0.615,0.615,0.0,0.0,0
1577880000,2020-01-01 12:00:00+00:00,0.615,0.615,0.615,0.615,0.0,0.0,0
1577894400,2020-01-01 16:00:00+00:00,0.615,0.615,0.615,0.615,0.0,0.0,0
1577908800,2020-01-01 20:00:00+00:00,0.615,0.6237689999999999,0.615,0.6237689999999999,0.6237689999999999,103.38823341,1
1577923200,2020-01-02 00:00:00+00:00,0.6237689999999999,0.6237689999999999,0.6070989999999999,0.6070989999999999,0.6070989999999999,381.23531738,1
1577937600,2020-01-02 04:00:00+00:00,0.6070989999999999,0.6070989999999999,0.6070989999999999,0.6070989999999999,0.0,0.0,0
1577952000,2020-01-02 08:00:00+00:00,0.6070989999999999,0.627584,0.6070989999999999,0.6118640000000001,0.612649,236.83777629,2
1577966400,2020-01-02 12:00:00+00:00,0.6118640000000001,0.6118640000000001,0.6118640000000001,0.6118640000000001,0.0,0.0,0
1577980800,2020-01-02 16:00:00+00:00,0.6118640000000001,0.6118640000000001,0.5194300000000001,0.596734,0.589873,587.36735366,28
1577995200,2020-01-02 20:00:00+00:00,0.596734,0.598636,0.589101,0.589101,0.594975,30.83777629,2
1578009600,2020-01-03 00:00:00+00:00,0.589101,0.589101,0.588436,0.588436,0.588436,1099.99999997,5
1578024000,2020-01-03 04:00:00+00:00,0.588436,0.588436,0.588436,0.588436,0.0,0.0,0
1578038400,2020-01-03 08:00:00+00:00,0.588436,0.588436,0.588436,0.588436,0.0,0.0,0
1578052800,2020-01-03 12:00:00+00:00,0.609433,0.6137520000000001,0.609433,0.6137520000000001,0.609798,118.23925901,2
1578067200,2020-01-03 16:00:00+00:00,0.6137520000000001,0.6235609999999999,0.6137520000000001,0.623559,0.622957,631.8388953,14
1578081600,2020-01-03 20:00:00+00:00,0.623559,0.6599659999999999,0.55771,0.6599659999999999,0.640732,4024.49475321,13
1578096000,2020-01-04 00:00:00+00:00,0.6265270000000001,0.6265270000000001,0.617451,0.617451,0.621988,120.0,5
1578110400,2020-01-04 04:00:00+00:00,0.617451,0.617451,0.617451,0.617451,0.0,0.0,0
1578124800,2020-01-04 08:00:00+00:00,0.617451,0.623333,0.617451,0.623333,0.623333,20.0,1
1578139200,2020-01-04 12:00:00+00:00,0.623333,0.623333,0.623333,0.623333,0.0,0.0,0
1578153600,2020-01-04 16:00:00+00:00,0.623333,0.623333,0.6217550000000001,0.6217550000000001,0.6217550000000001,50.0,1
1578168000,2020-01-04 20:00:00+00:00,0.6217550000000001,0.68,0.6217550000000001,0.68,0.63502,870.0,10
1578182400,2020-01-05 00:00:00+00:00,0.68,0.68,0.626416,0.6392720000000001,0.635013,60.38035773,2
1578196800,2020-01-05 04:00:00+00:00,0.6392720000000001,0.6392720000000001,0.6248779999999999,0.627814,0.628027,469.94409586,8
1578211200,2020-01-05 08:00:00+00:00,0.627814,0.627814,0.626038,0.626038,0.626038,90.0,1
1578225600,2020-01-05 12:00:00+00:00,0.626038,0.640424,0.626038,0.640424,0.640088,2038.31396909,31
1578240000,2020-01-05 16:00:00+00:00,0.649997,0.649997,0.649997,0.649997,0.649997,59.92969968,2
1578254400,2020-01-05 20:00:00+00:00,0.649997,0.649997,0.629939,0.629939,0.63452,55.09301979,8
1578268800,2020-01-06 00:00:00+00:00,0.629939,0.657118,0.629939,0.657118,0.6561520000000001,1100.0,4
1578283200,2020-01-06 04:00:00+00:00,0.657327,0.68,0.647857,0.647857,0.676586,4913.69985384,22
1578297600,2020-01-06 08:00:00+00:00,0.647794,0.663117,0.6473399999999999,0.661247,0.650313,2320.16914346,19
