time,open,high,low,close,vwap,volume,count
2020-04-22 23:35:00,7090.40,7090.40,7090.40,7090.40,0.00,0.00000000,0
2020-04-22 23:40:00,7128.93,7128.93,7128.93,7128.93,7128.93,0.00200000,1
2020-04-23 01:15:00,7128.93,7128.93,7128.93,7128.93,0.00,0.00000000,0
2020-04-23 01:20:00,7146.62,7146.62,7146.47,7146.47,7146.54,0.27226877,5
2020-04-23 01:50:00,7146.47,7146.47,7146.47,7146.47,0.00,0.00000000,0
2020-04-23 01:55:00,7146.47,7146.47,7146.47,7146.47,0.00,0.00000000,0
2020-04-23 02:00:00,7146.47,7146.47,7146.47,7146.47,0.00,0.00000000,0
2020-04-23 02:05:00,7146.47,7146.47,7146.47,7146.47,0.00,0.00000000,0
2020-04-23 02:25:00,7146.47,7146.47,7146.47,7146.47,0.00,0.00000000,0
2020-04-23 02:30:00,7146.47,7146.47,7146.47,7146.47,0.00,0.00000000,0
2020-04-23 02:35:00,7146.47,7146.47,7146.47,7146.47,0.00,0.00000000,0
2020-04-23 02:40:00,7146.47,7146.47,7146.47,7146.47,0.00,0.00000000,0
2020-04-23 03:20:00,7146.47,7146.47,7146.47,7146.47,0.00,0.00000000,0
2020-04-23 03:25:00,7146.47,7146.47,7146.47,7146.47,0.00,0.00000000,0
2020-04-23 04:10:00,7146.47,7146.47,7146.47,7146.47,0.00,0.00000000,0
2020-04-23 04:15:00,7122.25,7122.25,7122.25,7122.25,7122.25,0.00200000,1
2020-04-23 04:25:00,7122.25,7122.25,7122.25,7122.25,0.00,0.00000000,0
2020-04-23 04:30:00,7122.25,7122.25,7122.25,7122.25,0.00,0.00000000,0
2020-04-23 04:50:00,7122.25,7122.25,7122.25,7122.25,0.00,0.00000000,0
2020-04-23 04:55:00,7122.25,7122.25,7122.25,7122.25,0.00,0.00000000,0
2020-04-23 05:05:00,7122.25,7122.25,7122.25,7122.25,0.00,0.00000000,0
2020-04-23 05:10:00,7122.25,7122.25,7122.25,7122.25,0.00,0.00000000,0
2020-04-23 05:20:00,7122.25,7122.25,7122.25,7122.25,0.00,0.00000000,0
2020-04-23 05:25:00,7131.70,7131.70,7131.70,7131.70,7131.70,0.04711588,1
2020-04-23 05:30:00,7131.70,7131.70,7131.70,7131.70,0.00,0.00000000,0
2020-04-23 05:35:00,7124.33,7124.33,7124.33,7124.33,7124.33,0.05000000,2
2020-04-23 05:40:00,7124.33,7124.33,7124.33,7124.33,0.00,0.00000000,0
2020-04-23 05:55:00,7124.33,7124.33,7124.33,7124.33,0.00,0.00000000,0
