time,time_fmt,open,high,low,close,vwap,volume,count
1587165300,2020-04-17 23:15:00+00:00,3.495,3.52965,3.495,3.5263400000000003,3.5165,4377.48933536,32
1587166200,2020-04-17 23:30:00+00:00,3.51811,3.5181400000000003,3.46697,3.47789,3.5022900000000003,3428.33496402,29
1587167100,2020-04-17 23:45:00+00:00,3.48107,3.48472,3.455,3.455,3.47261,3683.66150203,28
1587168000,2020-04-18 00:00:00+00:00,3.45689,3.4688800000000004,3.45689,3.46884,3.46686,644.36433799,5
1587168900,2020-04-18 00:15:00+00:00,3.47165,3.477,3.4716199999999997,3.477,3.47206,1011.20318858,23
1587169800,2020-04-18 00:30:00+00:00,3.477,3.477,3.477,3.477,3.477,44.967587,1
1587170700,2020-04-18 00:45:00+00:00,3.4795,3.4795,3.47945,3.47945,3.47948,333.0,2
1587171600,2020-04-18 01:00:00+00:00,3.47945,3.49105,3.47945,3.49105,3.4910400000000004,836.27700327,2
1587172500,2020-04-18 01:15:00+00:00,3.4825699999999995,3.49175,3.48256,3.49175,3.4895,4396.174770000001,9
1587173400,2020-04-18 01:30:00+00:00,3.49175,3.49989,3.49175,3.49989,3.4977400000000003,95.0,6
1587174300,2020-04-18 01:45:00+00:00,3.47545,3.47545,3.47539,3.47539,3.4754099999999997,999.69232943,6
1587175200,2020-04-18 02:00:00+00:00,3.4903199999999996,3.4983800000000005,3.4903199999999996,3.49036,3.4936,1019.4208336000003,10
1587176100,2020-04-18 02:15:00+00:00,3.49036,3.5114099999999997,3.49036,3.5114099999999997,3.50775,631.44400024,13
1587177000,2020-04-18 02:30:00+00:00,3.5114099999999997,3.53234,3.5114099999999997,3.5178,3.51631,3503.93219434,43
1587177900,2020-04-18 02:45:00+00:00,3.5178,3.5340199999999995,3.51694,3.51694,3.5276099999999997,622.21175406,12
1587178800,2020-04-18 03:00:00+00:00,3.5251300000000003,3.5297699999999996,3.5251300000000003,3.5297699999999996,3.5270099999999998,419.81636197,3
1587179700,2020-04-18 03:15:00+00:00,3.5297699999999996,3.5297699999999996,3.5195,3.5195,3.5195,50.0,4
1587180600,2020-04-18 03:30:00+00:00,3.5195,3.5195,3.5195,3.5195,0.0,0.0,0
1587181500,2020-04-18 03:45:00+00:00,3.52998,3.52998,3.5175400000000003,3.5175400000000003,3.52629,441.45798387,4
1587182400,2020-04-18 04:00:00+00:00,3.516,3.5194400000000003,3.516,3.5194400000000003,3.5161800000000003,480.87184789,3
1587183300,2020-04-18 04:15:00+00:00,3.5194400000000003,3.5194400000000003,3.51875,3.51875,3.51875,20.0,2
1587184200,2020-04-18 04:30:00+00:00,3.5187699999999995,3.52886,3.51671,3.52886,3.52011,263.8125,5
1587185100,2020-04-18 04:45:00+00:00,3.52886,3.52886,3.52886,3.52886,0.0,0.0,0
1587186000,2020-04-18 05:00:00+00:00,3.516,3.516,3.516,3.516,3.516,67.38330341,2
1587186900,2020-04-18 05:15:00+00:00,3.516,3.5286800000000005,3.516,3.5286800000000005,3.5286800000000005,49.0,1
1587187800,2020-04-18 05:30:00+00:00,3.5286800000000005,3.55,3.5286800000000005,3.55,3.53559,417.03815943,7
1587188700,2020-04-18 05:45:00+00:00,3.55685,3.55686,3.55303,3.5531,3.55495,6000.0,6
1587189600,2020-04-18 06:00:00+00:00,3.5555800000000004,3.5555800000000004,3.54894,3.54894,3.54969,1019.0,8
1587190500,2020-04-18 06:15:00+00:00,3.5402699999999996,3.54104,3.53669,3.54104,3.53934,113.55082,3
1587191400,2020-04-18 06:30:00+00:00,3.54015,3.54015,3.54015,3.54015,3.54015,290.77089,3
1587192300,2020-04-18 06:45:00+00:00,3.54015,3.54015,3.54015,3.54015,0.0,0.0,0
1587193200,2020-04-18 07:00:00+00:00,3.52904,3.5304699999999998,3.529,3.529,3.52903,1118.49909309,11
1587194100,2020-04-18 07:15:00+00:00,3.53429,3.5391800000000004,3.53326,3.5391800000000004,3.53629,1150.00000248,6
1587195000,2020-04-18 07:30:00+00:00,3.53971,3.54138,3.53971,3.54138,3.5411599999999996,289.0,3
1587195900,2020-04-18 07:45:00+00:00,3.54138,3.5432699999999997,3.53734,3.5432699999999997,3.5400099999999997,412.29473435,6
1587196800,2020-04-18 08:00:00+00:00,3.5432699999999997,3.55785,3.5391,3.55785,3.55197,2827.05521751,14
1587197700,2020-04-18 08:15:00+00:00,3.573,3.57496,3.56104,3.56104,3.5742,2111.93750817,5
1587198600,2020-04-18 08:30:00+00:00,3.58,3.5844099999999997,3.58,3.5832,3.58396,1333.25951616,17
1587199500,2020-04-18 08:45:00+00:00,3.5832,3.5832,3.5652800000000004,3.5652800000000004,3.5652800000000004,1402.41282321,3
1587200400,2020-04-18 09:00:00+00:00,3.5652800000000004,3.5652800000000004,3.5652800000000004,3.5652800000000004,0.0,0.0,0
1587201300,2020-04-18 09:15:00+00:00,3.5728,3.5728,3.5728,3.5728,3.5728,26.26115497,1
1587202200,2020-04-18 09:30:00+00:00,3.5782599999999998,3.57976,3.5733300000000003,3.5783,3.5758199999999998,3834.04039823,10
1587203100,2020-04-18 09:45:00+00:00,3.5783,3.5783,3.5783,3.5783,0.0,0.0,0
