time,time_fmt,open,high,low,close,vwap,volume,count
1585224000,2020-03-26 12:00:00+00:00,0.0000017469,0.0000017469,0.0000017440,0.0000017440,0.0000017458,3146.81930526,2
1585227600,2020-03-26 13:00:00+00:00,0.0000017440,0.0000017440,0.0000017423,0.0000017423,0.0000017423,1147.93539915,1
1585231200,2020-03-26 14:00:00+00:00,0.0000017423,0.0000017423,0.0000017423,0.0000017423,0.0000000000,0.00000000,0
1585234800,2020-03-26 15:00:00+00:00,0.0000017423,0.0000017423,0.0000017423,0.0000017423,0.0000000000,0.00000000,0
1585238400,2020-03-26 16:00:00+00:00,0.0000017384,0.0000017384,0.0000017384,0.0000017384,0.0000017384,500.00000000,1
1585242000,2020-03-26 17:00:00+00:00,0.0000017271,0.0000017491,0.0000017271,0.0000017491,0.0000017436,22767.71627604,18
1585245600,2020-03-26 18:00:00+00:00,0.0000017600,0.0000017600,0.0000017571,0.0000017571,0.0000017575,14193.15534759,2
1585249200,2020-03-26 19:00:00+00:00,0.0000017337,0.0000017337,0.0000017337,0.0000017337,0.0000017337,7000.00000000,5
1585252800,2020-03-26 20:00:00+00:00,0.0000017337,0.0000017367,0.0000017211,0.0000017211,0.0000017360,78816.49224209,6
1585256400,2020-03-26 21:00:00+00:00,0.0000017211,0.0000017347,0.0000017211,0.0000017347,0.0000017347,4325.42307027,1
1585260000,2020-03-26 22:00:00+00:00,0.0000017347,0.0000017523,0.0000017347,0.0000017523,0.0000017523,1000.00000000,1
1585263600,2020-03-26 23:00:00+00:00,0.0000017523,0.0000017624,0.0000017523,0.0000017624,0.0000017624,2432.69171129,2
1585267200,2020-03-27 00:00:00+00:00,0.0000017636,0.0000017724,0.0000017518,0.0000017518,0.0000017665,22835.78191037,5
1585270800,2020-03-27 01:00:00+00:00,0.0000017518,0.0000017546,0.0000017518,0.0000017546,0.0000017523,2499.99500000,4
1585274400,2020-03-27 02:00:00+00:00,0.0000017546,0.0000017546,0.0000017546,0.0000017546,0.0000000000,0.00000000,0
1585278000,2020-03-27 03:00:00+00:00,0.0000017546,0.0000017546,0.0000017546,0.0000017546,0.0000017546,500.00000000,4
1585281600,2020-03-27 04:00:00+00:00,0.0000017546,0.0000017709,0.0000017546,0.0000017709,0.0000017709,7830.20248470,4
1585285200,2020-03-27 05:00:00+00:00,0.0000017709,0.0000017709,0.0000017701,0.0000017701,0.0000017701,1697.64875647,1
1585288800,2020-03-27 06:00:00+00:00,0.0000017701,0.0000017701,0.0000017701,0.0000017701,0.0000000000,0.00000000,0
1585292400,2020-03-27 07:00:00+00:00,0.0000017701,0.0000017701,0.0000017548,0.0000017548,0.0000017548,5083.49827158,1
1585296000,2020-03-27 08:00:00+00:00,0.0000017605,0.0000017605,0.0000017605,0.0000017605,0.0000017605,13268.03748934,1
1585299600,2020-03-27 09:00:00+00:00,0.0000017605,0.0000017605,0.0000017605,0.0000017605,0.0000000000,0.00000000,0
1585303200,2020-03-27 10:00:00+00:00,0.0000017605,0.0000017605,0.0000017605,0.0000017605,0.0000000000,0.00000000,0
1585306800,2020-03-27 11:00:00+00:00,0.0000017605,0.0000017605,0.0000017605,0.0000017605,0.0000000000,0.00000000,0
1585310400,2020-03-27 12:00:00+00:00,0.0000017605,0.0000017605,0.0000017605,0.0000017605,0.0000000000,0.00000000,0
1585314000,2020-03-27 13:00:00+00:00,0.0000017605,0.0000017605,0.0000017490,0.0000017490,0.0000017490,35000.00000000,1
1585317600,2020-03-27 14:00:00+00:00,0.0000017490,0.0000017490,0.0000017490,0.0000017490,0.0000000000,0.00000000,0
1585321200,2020-03-27 15:00:00+00:00,0.0000017490,0.0000017681,0.0000017490,0.0000017681,0.0000017681,25000.00000000,1
1585324800,2020-03-27 16:00:00+00:00,0.0000017681,0.0000017681,0.0000017681,0.0000017681,0.0000000000,0.00000000,0
1585328400,2020-03-27 17:00:00+00:00,0.0000017681,0.0000017681,0.0000017498,0.0000017540,0.0000017501,72000.00000000,3
1585332000,2020-03-27 18:00:00+00:00,0.0000017540,0.0000017540,0.0000017527,0.0000017527,0.0000017527,500.00000000,1
1585335600,2020-03-27 19:00:00+00:00,0.0000017497,0.0000017497,0.0000017497,0.0000017497,0.0000017497,33000.00000000,2
1585339200,2020-03-27 20:00:00+00:00,0.0000017497,0.0000017517,0.0000017478,0.0000017478,0.0000017508,70691.53576092,6
1585342800,2020-03-27 21:00:00+00:00,0.0000017478,0.0000017478,0.0000017478,0.0000017478,0.0000000000,0.00000000,0
1585346400,2020-03-27 22:00:00+00:00,0.0000017478,0.0000017478,0.0000017478,0.0000017478,0.0000000000,0.00000000,0
1585350000,2020-03-27 23:00:00+00:00,0.0000017478,0.0000017634,0.0000017400,0.0000017400,0.0000017455,60651.56113609,12
1585353600,2020-03-28 00:00:00+00:00,0.0000017400,0.0000017760,0.0000017400,0.0000017760,0.0000017741,15519.24868980,3
1585357200,2020-03-28 01:00:00+00:00,0.0000017463,0.0000017463,0.0000017463,0.0000017463,0.0000017463,2000.80000000,4
1585360800,2020-03-28 02:00:00+00:00,0.0000017550,0.0000017550,0.0000017550,0.0000017550,0.0000017550,4000.00000000,4
1585364400,2020-03-28 03:00:00+00:00,0.0000017550,0.0000017550,0.0000017550,0.0000017550,0.0000000000,0.00000000,0
1585368000,2020-03-28 04:00:00+00:00,0.0000017550,0.0000017550,0.0000017550,0.0000017550,0.0000000000,0.00000000,0
1585371600,2020-03-28 05:00:00+00:00,0.0000017550,0.0000017550,0.0000017550,0.0000017550,0.0000000000,0.00000000,0
1585375200,2020-03-28 06:00:00+00:00,0.0000017550,0.0000017550,0.0000017550,0.0000017550,0.0000000000,0.00000000,0
1585378800,2020-03-28 07:00:00+00:00,0.0000017550,0.0000017550,0.0000017550,0.0000017550,0.0000000000,0.00000000,0
1585382400,2020-03-28 08:00:00+00:00,0.0000017550,0.0000017550,0.0000017550,0.0000017550,0.0000000000,0.00000000,0
1585386000,2020-03-28 09:00:00+00:00,0.0000017550,0.0000017748,0.0000017550,0.0000017748,0.0000017748,999.99999995,4
1585389600,2020-03-28 10:00:00+00:00,0.0000017748,0.0000017748,0.0000017748,0.0000017748,0.0000000000,0.00000000,0
1585393200,2020-03-28 11:00:00+00:00,0.0000017748,0.0000017748,0.0000017748,0.0000017748,0.0000000000,0.00000000,0
1585396800,2020-03-28 12:00:00+00:00,0.0000017748,0.0000017748,0.0000017748,0.0000017748,0.0000000000,0.00000000,0
1585400400,2020-03-28 13:00:00+00:00,0.0000017708,0.0000017831,0.0000017708,0.0000017831,0.0000017818,8924.99999996,5
1585404000,2020-03-28 14:00:00+00:00,0.0000017831,0.0000017831,0.0000017831,0.0000017831,0.0000000000,0.00000000,0
1585407600,2020-03-28 15:00:00+00:00,0.0000017831,0.0000017899,0.0000017831,0.0000017899,0.0000017899,500.00000000,1
1585411200,2020-03-28 16:00:00+00:00,0.0000017899,0.0000017899,0.0000017899,0.0000017899,0.0000000000,0.00000000,0
1585414800,2020-03-28 17:00:00+00:00,0.0000017900,0.0000017985,0.0000017832,0.0000017832,0.0000017904,4884.27964196,3
1585418400,2020-03-28 18:00:00+00:00,0.0000017778,0.0000017778,0.0000017778,0.0000017778,0.0000017778,8000.00000000,5
1585422000,2020-03-28 19:00:00+00:00,0.0000017778,0.0000017900,0.0000017778,0.0000017900,0.0000017900,500.00000000,1
1585425600,2020-03-28 20:00:00+00:00,0.0000017900,0.0000018317,0.0000017900,0.0000018129,0.0000018191,3000.00000000,2
1585429200,2020-03-28 21:00:00+00:00,0.0000018129,0.0000018400,0.0000018129,0.0000018400,0.0000018400,500.00000000,1
1585432800,2020-03-28 22:00:00+00:00,0.0000018306,0.0000018400,0.0000018306,0.0000018400,0.0000018319,1265.95652174,2
1585436400,2020-03-28 23:00:00+00:00,0.0000018400,0.0000018400,0.0000018400,0.0000018400,0.0000000000,0.00000000,0
1585440000,2020-03-29 00:00:00+00:00,0.0000018215,0.0000018268,0.0000018215,0.0000018268,0.0000018232,1500.00000000,2
1585443600,2020-03-29 01:00:00+00:00,0.0000018268,0.0000018268,0.0000018268,0.0000018268,0.0000000000,0.00000000,0
1585447200,2020-03-29 02:00:00+00:00,0.0000018268,0.0000018268,0.0000018268,0.0000018268,0.0000000000,0.00000000,0
1585450800,2020-03-29 03:00:00+00:00,0.0000018268,0.0000018268,0.0000018036,0.0000018036,0.0000018036,2930.80232922,1
1585454400,2020-03-29 04:00:00+00:00,0.0000018036,0.0000018036,0.0000018036,0.0000018036,0.0000000000,0.00000000,0
1585458000,2020-03-29 05:00:00+00:00,0.0000018036,0.0000018036,0.0000018036,0.0000018036,0.0000000000,0.00000000,0
1585461600,2020-03-29 06:00:00+00:00,0.0000018036,0.0000018036,0.0000018036,0.0000018036,0.0000000000,0.00000000,0
1585465200,2020-03-29 07:00:00+00:00,0.0000018036,0.0000018036,0.0000018036,0.0000018036,0.0000000000,0.00000000,0
1585468800,2020-03-29 08:00:00+00:00,0.0000018036,0.0000018036,0.0000018036,0.0000018036,0.0000000000,0.00000000,0
1585472400,2020-03-29 09:00:00+00:00,0.0000018036,0.0000018204,0.0000018036,0.0000018204,0.0000018204,714.12876300,1
